id,prediction
0,0.0
1,0.0
2,4.519758680166547
3,56.69127538371754
4,334.6127705591147
5,805.684965656909
6,1600.6450020649704
7,2511.0742244847806
8,3089.1586907052265
9,3036.3153264975767
10,3217.320355585777
11,2871.939302841645
12,3130.5347654680154
13,3022.815795571446
14,2523.5967296536987
15,1867.402854169589
16,1184.5215479584676
17,518.9431417485773
18,197.51701263981602
19,30.030698867009846
20,4.0647768657959205
21,3.0563525500452897
22,0.0
23,4.019828542444202
24,2.469295656868894
25,7.566210002505841
26,14.778096630057462
27,149.74762036591164
28,455.27050323778053
29,961.4981449578022
30,1793.4847840728266
31,2623.337389560321
32,3285.543708352186
33,3855.586947671602
34,4523.105255415605
35,4603.231207146627
36,4548.814062458823
37,4216.039131146924
38,3457.6547089734795
39,2829.3542798245144
40,1941.2215996357243
41,990.6712074000858
42,403.7727241083859
43,169.3443405636487
44,49.06352573772426
45,12.363327447855681
46,10.47720176891903
47,0.0
48,23.46697862612598
49,28.464938900293077
50,93.0366071284368
51,340.1142880121947
52,771.9719287453726
53,1586.2275403424878
54,2550.946719765083
55,3538.9740924741923
56,4195.760615627814
57,4724.973931354833
58,4850.16974460841
59,4754.627249543793
60,4416.840516516535
61,3904.016236384965
62,3055.907561118684
63,2327.4633815440357
64,1456.0289967200943
65,805.3526076574705
66,311.4032083242141
67,70.88409137668668
68,7.5060209090217995
69,7.763102926442002
70,4.753496610459933
71,2.6242493912818645
72,0.0
73,0.0
74,15.316140833600457
75,132.9803752576475
76,480.2881613714676
77,1308.851470640765
78,2643.988119550474
79,3481.451681700964
80,3783.673684081773
81,4088.9534486322996
82,4090.6460856764875
83,4091.117532491129
84,4085.8379414439296
85,3834.3998342932996
86,3249.392950292889
87,2674.3091027187575
88,1604.400658992488
89,879.1107331709068
90,361.15841580266317
91,103.50710390806034
92,7.6327772007254
93,9.792815214765938
94,15.066871024188572
95,8.523666349591622
96,0.0
97,0.0
98,6.5596471506635226
99,122.60461020442983
100,500.89519874078076
101,1297.651898566201
102,2447.481039089108
103,3434.02298651485
104,4253.743130707016
105,4798.507262368547
106,4903.9575886297525
107,4892.483239955363
108,4578.050665835024
109,4229.756533977046
110,3739.2748828023678
111,2828.294322194709
112,2027.88613773461
113,1140.0734447443592
114,506.08244802031686
115,203.3703423013245
116,30.35881721861017
117,8.100219695797705
118,9.976926312529713
119,2.4044944036899096
120,0.0
121,0.0
122,79.10677521464709
123,253.40709347715898
124,665.3784079864856
125,1618.7646441989887
126,2869.3216128287186
127,3648.042918805626
128,3885.199309725929
129,4098.168124485336
130,4101.578109661823
131,3988.0278923131154
132,3779.6322310751407
133,3667.1399212032716
134,3105.3101631793297
135,2460.3069960479907
136,1703.6641861230312
137,1014.0877876115526
138,485.7162249394379
139,203.90972994283857
140,25.007346605570547
141,2.4604637327033743
142,0.0
143,0.0
144,0.0
145,0.0
146,60.391529869011265
147,248.6610977858598
148,682.9837157213517
149,1621.9428431780416
150,2701.9749528317357
151,3545.051884618101
152,4065.0398142030936
153,4119.559999780344
154,4424.019207362073
155,4604.919952812488
156,4425.469703974678
157,4103.888422497466
158,3029.4226890072314
159,2266.2807763101337
160,1496.8776958976557
161,824.8994484099693
162,407.70865846026413
163,175.49243840760084
164,19.09236101714157
165,1.3599366557363055
166,0.0
167,0.0
168,0.15229893106550207
169,0.0
170,0.0
171,18.267691633469326
172,120.62021092541568
173,244.675119265528
174,315.9977161801823
175,405.2940967617181
176,417.7758258159707
177,635.7730133504115
178,523.5252743775798
179,841.3703283043865
180,1378.5149073762566
181,1835.1167281489527
182,2084.948030745006
183,1838.8179595524769
184,1336.9711147830485
185,858.1463314325536
186,390.10208115927355
187,142.94614555916473
188,18.4912180501683
189,0.0
190,0.0
191,0.0
192,2.155113518135522
193,0.0
194,0.0
195,51.78774473139504
196,179.41825263850188
197,579.1839297815563
198,1277.1398927577038
199,1723.984702609953
200,1908.2791929313128
201,2163.336754008828
202,2391.371064214246
203,1986.356545872589
204,2300.160384305673
205,2698.9200141596048
206,2055.354532807887
207,1267.2639273648806
208,676.7502960848544
209,394.60951354474093
210,150.17399706922225
211,46.037984419717645
212,0.0
213,0.0
214,0.0
215,11.807935880601008
216,9.358084364814772
217,13.519686083417696
218,8.367787471121915
219,124.95495904652404
220,278.4137601045904
221,439.6531980400357
222,648.5333083463087
223,937.108069929747
224,1243.0487155698604
225,1302.1187986393597
226,1249.2615423861748
227,1239.4970349415084
228,1083.5672444808845
229,1063.0992516494439
230,927.3229791560414
231,786.9761249358824
232,581.7058969320344
233,386.2836371794491
234,152.4770549746949
235,63.5908974974742
236,8.194350445388068
237,12.56413272612349
238,13.923239301554872
239,12.122853672224437
240,10.905410672609946
241,19.916761103463614
242,15.881351636816362
243,89.9083476315277
244,207.98610073036355
245,642.4846461804409
246,1263.2098877190037
247,1445.1516921788084
248,1648.0472220249044
249,1595.9779950815555
250,1450.4519415025538
251,1527.1687990203563
252,1787.9380004413954
253,2319.84408376107
254,2289.2098532570544
255,2105.554270185814
256,1573.4255732042348
257,949.7194984290486
258,425.82400531455653
259,189.7618709650282
260,17.03372776749086
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,10.56302677308031
267,111.6786709194937
268,232.41023578758552
269,551.1423542471474
270,836.4370692731693
271,1228.930950325933
272,1967.9056709227555
273,2299.6858378593256
274,2366.907305671282
275,2478.1275345947033
276,2412.3943710677786
277,2336.108889611508
278,1895.056345390693
279,1382.800886153344
280,873.6434230811923
281,465.78716373320646
282,188.22522281053074
283,67.73457419559054
284,16.828108649345268
285,0.0
286,11.177292278551135
287,1.3415037970625008
288,0.0
289,6.5489766265151275
290,44.45233839811897
291,144.00620705948103
292,297.900639592216
293,578.7946549797919
294,908.2067527033748
295,1142.5417043833593
296,1486.217125030445
297,1803.2161038024042
298,2019.9006962476515
299,2282.9745349976447
300,2226.798773092233
301,1780.6682210937222
302,1538.9274517992392
303,1224.6958794416496
304,856.8022295200635
305,596.098011417042
306,348.1857806000923
307,113.51241036780186
308,14.387625504868879
309,7.565787664268328
310,8.200244425329515
311,0.0
312,0.0
313,10.957917027356189
314,36.32247628815378
315,238.45161789397156
316,448.58362470948583
317,796.709622388635
318,1171.9942571151691
319,1550.3265301496722
320,1933.6789493267206
321,2110.0040864250054
322,2019.831715595761
323,1950.436674955882
324,1821.2543512890982
325,1637.4667611495572
326,1287.0118941167882
327,956.3279263591121
328,599.2880850939398
329,399.0002198474467
330,198.22913227270516
331,59.59042577130947
332,14.699338773978525
333,9.260277077090109
334,8.028811286113523
335,0.0
336,8.75901154607834
337,5.6237467826136935
338,7.399745254334107
339,81.31993528510156
340,157.82314805058814
341,345.37300451913126
342,540.8325116815932
343,755.604184061068
344,1048.8679324531117
345,1138.3016459482437
346,1354.6843845022897
347,1518.009985951595
348,1477.9553922599766
