id,prediction
0,1.7442987971718864
1,2.0459550977724423
2,2.2525116561499208
3,95.61719319791055
4,349.3082596325746
5,887.2065528773525
6,1809.65240609564
7,2748.1975660968574
8,2677.3103501533424
9,2504.7102394789285
10,2892.7928274030182
11,3113.185941765785
12,3305.4983296850887
13,2704.1415711107447
14,2072.0924183600073
15,1690.02624514902
16,1076.5806466050328
17,606.8614880908252
18,239.3493910969543
19,19.095218519296616
20,1.7442987971718864
21,1.7442987971718864
22,1.7442987971718864
23,2.0459550977724423
24,2.402666038405844
25,1.802603388106054
26,1.2133398470433898
27,173.2327895414234
28,645.7399020435826
29,1254.3873986357155
30,2142.170301855667
31,2650.415283511612
32,3573.492522135895
33,4231.475117157548
34,4325.879246572798
35,4346.976970571755
36,4091.6242827645538
37,3824.8114726506046
38,3352.2746743827465
39,2537.138040115602
40,1454.8557424726132
41,713.5648957043796
42,332.0089052563843
43,34.4098185147278
44,0.0
45,2.0459550977724423
46,1.802603388106054
47,2.188045626965283
48,3.615479128811979
49,3.4668446659580288
50,17.008872478307403
51,250.43569348795518
52,590.7354782148356
53,1265.5143432809284
54,2306.1529676428745
55,3392.1954752539823
56,4413.845100566177
57,5033.299328731643
58,4968.427473542569
59,4794.7156323672725
60,4404.022484399226
61,4139.540755672982
62,3523.2229186128575
63,2769.3800328643442
64,1738.58880208837
65,940.4244618372988
66,402.20565496470607
67,97.20272605568411
68,7.8234840254349045
69,2.4609706293400113
70,2.10425968870661
71,2.402666038405844
72,2.10425968870661
73,2.867427593480875
74,2.594277276283945
75,172.14154608640456
76,606.9963455609246
77,1550.0787091005327
78,2855.102436542323
79,3638.5986667103675
80,3848.7831727742373
81,3816.6494836305633
82,4059.0897661325075
83,4218.531935959812
84,3802.3432895604255
85,3428.5898057671743
86,3190.670202931207
87,2404.965418150997
88,1453.091829170044
89,670.9874365640547
90,325.3679220226626
91,94.62229084622197
92,3.286942899177961
93,2.150755761312751
94,1.7442987971718864
95,2.0459550977724423
96,2.5361980001719795
97,2.3875635373180306
98,33.17883245632842
99,239.1689518007267
100,611.3829345605815
101,1428.7484612564083
102,2478.3059808022776
103,3464.1236112436172
104,4322.549307449317
105,4715.371102488924
106,4893.245671740904
107,4915.485240384393
108,4528.470570666339
109,4200.562459231856
110,3638.0805239112237
111,2757.728937421808
112,1811.2941723190152
113,999.6194259134415
114,427.79005585312433
115,148.89005589530967
116,10.348514401487288
117,3.2673267556052816
118,3.2673267556052816
119,3.2673267556052816
120,3.2673267556052816
121,2.678063214542618
122,63.28203962124015
123,287.5327024936158
124,762.2615654148105
125,1637.3965116788265
126,2711.2548973136527
127,3642.7288506217983
128,3866.665891113728
129,4112.097529132634
130,4326.61540810541
131,4005.0410273322304
132,4012.074732832258
133,3811.6921856665654
134,3256.7846445246114
135,2401.529614377464
136,1627.1832088606054
137,840.8275230257353
138,448.85162848657353
139,181.4860019411299
140,19.191927349328136
141,3.1835408173466084
142,3.1835408173466084
143,3.2673267556052816
144,3.2673267556052816
145,2.678063214542618
146,62.849256995436
147,276.42250598746267
148,768.5519292204501
149,1722.544534262302
150,2818.5527240637566
151,3717.738710904299
152,4161.83648883835
153,4552.237333841626
154,4595.93146887298
155,4536.248182064625
156,4207.7941440516215
157,3518.870089893384
158,2593.405340178521
159,1887.327871718388
160,1281.051952804723
161,664.9895229119205
162,331.8284018140526
163,102.99002010220903
164,1.083083550585584
165,1.9665068470729776
166,1.9082022561388103
167,1.802603388106054
168,1.802603388106054
169,1.802603388106054
170,1.7442987971718864
171,35.966900573601265
172,122.85664915505124
173,189.9443352208981
174,276.3484553413332
175,415.6741410117552
176,588.5353706254987
177,761.4727462929502
178,1019.2526774638675
179,1495.733875419016
180,2229.7133180312635
181,2365.1631227825046
182,2063.3051309530683
183,1696.8189698339636
184,1201.992358103469
185,657.3752895545155
